Kode,Judul,Keterangan
45202,Pencucian Dan Salon Mobil,"Kelompok ini mencakup usaha pencucian mobil dan salon mobil, seperti pencucian dan pemolesan dan pemasangan bagian dan aksesori yang bukan bagian dari proses pembuatan di salon mobil."
45301,Perdagangan Besar Suku Cadang Dan Aksesori Mobil,"Kelompok ini mencakup usaha perdagangan besar berbagai suku cadang, komponen dan aksesori mobil yang terpisah dari perdagangannya, seperti karet ban dan ban dalam, busi mobil, baterai (aki), perlengkapan lampu dan bagian-bagian kelistrikan"
45302,Perdagangan Eceran Suku Cadang Dan Aksesori Mobil,"Kelompok ini mencakup usaha penjualan eceran berbagai suku cadang, komponen dan aksesori mobil yang terpisah dari perdagangannya, seperti karet ban dan ban dalam, busi mobil, baterai (aki), perlengkapan lampu dan bagian-bagian kelistrikan"
45401,Perdagangan Besar Sepeda Motor Baru,"Kelompok ini mencakup usaha perdagangan besar sepeda motor baru, termasuk motor sepeda atau moped"
45402,Perdagangan Besar Sepeda Motor Bekas,"Kelompok ini mencakup usaha perdagangan besar sepeda motor bekas, termasuk motor sepeda atau moped"
45403,Perdagangan Eceran Sepeda Motor Baru,"Kelompok ini mencakup usaha penjualan eceran sepeda motor baru, termasuk motor sepeda atau moped"
45404,Perdagangan Eceran Sepeda Motor Bekas,"Kelompok ini mencakup usaha penjualan eceran sepeda motor bekas, termasuk motor sepeda atau moped"
45405,Perdagangan Besar Suku Cadang Sepeda Motor Dan Aksesorinya,Kelompok ini mencakup usaha perdagangan besar suku cadang sepeda motor dan aksesorinya
45406,Perdagangan Eceran Suku Cadang Sepeda Motor Dan Aksesorinya,Kelompok ini mencakup usaha penjualan eceran suku cadang sepeda motor dan aksesorinya.
45407,Reparasi Dan Perawatan Sepeda Motor,"Kelompok ini mencakup usaha pemeliharaan dan reparasi sepeda motor, termasuk pencucian sepeda motor dan usaha perawatan lainnya"
46100,Perdagangan Besar Atas Dasar Balas Jasa (fee) Atau Kontrak,"Kelompok ini mencakup usaha agen yang menerima komisi, perantara (makelar), pelelangan, dan pedagang besar lainnya yang memperdagangkan barang-barang di dalam negeri, luar negeri atas nama pihak lain. Kegiatannya antara lain agen komisi, broker barang dan seluruh perdagangan besar lainnya yang menjual atas nama dan tanggungan pihak lain; kegiatan yang terlibat dalam penjualan dan pembelian bersama atau melakukan transaksi atas nama perusahaan, termasuk melalui internet; dan agen yang terlibat dalam perdagangan seperti bahan baku pertanian, binatang hidup; bahan baku tekstil dan barang setengah jadi; bahan bakar, bijih-bijihan, logam dan industri kimia, termasuk pupuk; makanan, minuman dan tembakau; tekstil, pakaian, bulu, alas kaki dan barang dari kulit; kayu-kayuan dan bahan bangunan; mesin, termasuk mesin kantor dan komputer, perlengkapan industri, kapal, pesawat; furnitur, barang keperluan rumah tangga dan perangkat keras; kegiatan perdagangan besar rumah pelelangan. Tidak termasuk kegiatan perdagangan besar mobil dan sepeda motor, dimasukkan dalam golongan 451 s.d. 454."
46201,Perdagangan Besar Padi Dan Palawija,"Kelompok ini mencakup usaha perdagangan besar hasil pertanian tanaman padi dan palawija sebagai bahan baku atau bahan dasar dari suatu kegiatan berikutnya, seperti padi, jagung, gabah, gandum dan seralia lainnya. Termasuk perdagangan besar benih dan bibit padi, palawija, dan serealia lainnya"
46202,Perdagangan Besar Buah Yang Mengandung Minyak,"Kelompok ini mencakup usaha perdagangan besar hasil pertanian tanaman buah yang mengandung minyak, seperti kelapa dan kelapa sawit. Termasuk perdagangan besar bibit buah yang mengandung minyak"
46203,Perdagangan Besar Bunga Dan Tanaman Hias,"Kelompok ini mencakup usaha perdagangan besar hasil pertanian tanaman bunga dan tanaman hias lainnya, seperti tanaman bunga mawar, melati, tanaman hias dan tumbuhan lainnya. Termasuk bibit tanaman hias, bunga dan sebagainya"
46204,Perdagangan Besar Tembakau Rajangan,"Kelompok ini mencakup usaha perdagangan besar hasil pertanian tanaman tembakau, seperti daun tembakau yang belum diolah dan tembakau rajangan dan sebagainya"
46205,Perdagangan Besar Binatang Hidup,"Kelompok ini mencakup usaha perdagangan besar yang berhubungan dengan binatang hidup, seperti unggas, ternak potong dan ternak atau binatang hidup lainnya. Termasuk perdagangan besar bibit binatang"
46206,Perdagangan Besar Hasil Perikanan,"Kelompok ini mencakup usaha perdagangan besar hasil perikanan sebagai bahan baku atau bahan dasar dari kegiatan berikutnya, seperti ikan, udang, kepiting, tiram, mutiara, kerang, rumput laut, bunga karang dan kodok, termasuk ikan hidup, ikan hias, serta bibit hasil perikanan."
46207,Perdagangan Besar Hasil Kehutanan Dan Perburuan,"Kelompok ini mencakup usaha perdagangan besar hasil pengusahaan kehutanan, pengambilan hasil hutan dan perburuan, seperti bambu, kayu cendana, getah damar dan sejenisnya. Termasuk perdagangan besar bibit tanaman kehutanan"
46208,Perdagangan Besar Kulit Dan Kulit Jangat,"Kelompok ini mencakup usaha perdagangan besar kulit dan kulit jangat, termasuk kulit imitasi."
46209,Perdagangan Besar Hasil Pertanian Dan Hewan Hidup Lainnya,"Kelompok ini mencakup usaha perdagangan besar hasil pertanian dan hewan hidup lainnya yang belum diklasifikasikan di tempat lain. Termasuk dalam kelompok ini perdagangan besar bahan, sampah, sisaan pertanian dan hasil ikutan yang digunakan untuk makanan hewan, serta tanaman dan bibit tanaman lainnya yang belum disebutkan di atas"
46311,Perdagangan Besar Beras,Kelompok ini mencakup usaha perdagangan besar beras untuk digunakan sebagai konsumsi akhir
46312,Perdagangan Besar Buah-buahan,"Kelompok ini mencakup usaha perdagangan besar buah-buahan untuk digunakan sebagai konsumsi akhir, seperti jeruk, apel, pear, mangga dan buah lainnya"
46313,Perdagangan Besar Sayuran,"Kelompok ini mencakup usaha perdagangan besar sayur-sayuran untuk digunakan sebagai konsumsi akhir, seperti bayam, kangkung, kol dan sayuran lainnya"
46314,"Perdagangan Besar Kopi, Teh Dan Kakao","Kelompok ini mencakup usaha perdagangan besar kopi, teh dan kakao untuk digunakan sebagai konsumsi akhir"
46315,Perdagangan Besar Minyak Dan Lemak Nabati,"Kelompok ini mencakup usaha perdagangan besar minyak dan lemak nabati, termasuk margarin"
46319,Perdagangan Besar Bahan Makanan Dan Minuman Hasil Pertanian Lainnya,"Kelompok ini mencakup usaha perdagangan besar makanan, minuman dan hasil pertanian lainnya, seperti tanaman bumbu-bumbuan dan rempah-rempah"
46321,Perdagangan Besar Daging Sapi Dan Daging Sapi Olahan,"Kelompok ini mencakup usaha perdagangan besar daging sapi dan daging sapi olahan, termasuk daging sapi yang diawetkan"
46322,Perdagangan Besar Daging Ayam Dan Daging Ayam Olahan,Kelompok ini mencakup usaha perdagangan besar daging ayam dan daging ayam olahan termasuk daging ayam yang diawetkan
46323,Perdagangan Besar Daging Dan Daging Olahan Lainnya,"Kelompok ini mencakup usaha perdagangan besar daging dan daging olahan lainnya, termasuk daging lainnya yang diawetkan"
46324,Perdagangan Besar Hasil Olahan Perikanan,Kelompok ini mencakup usaha perdagangan besar pengolahan hasil perikanan
46325,Perdagangan Besar Telur Dan Hasil Olahan Telur,Kelompok ini mencakup usaha perdagangan besar telur dan hasil olahan telur.
46326,Perdagangan Besar Susu Dan Produk Susu,Kelompok ini mencakup usaha perdagangan besar susu dan produk susu
46327,Perdagangan Besar Minyak Dan Lemak Hewani,Kelompok ini mencakup usaha perdagangan besar minyak dan lemak hewani
46331,"Perdagangan Besar Gula, Coklat Dan Kembang Gula","Kelompok ini mencakup usaha perdagangan besar gula, coklat dan kembang gula"
46332,Perdagangan Besar Produk Roti,Kelompok ini mencakup usaha perdagangan besar produk roti
46333,Perdagangan Besar Minuman Beralkohol,"Kelompok ini mencakup usaha perdagangan besar minuman beralkohol, seperti minuman keras, anggur, malt, bir dan lain-lain."
46334,Perdagangan Besar Minuman Non Alkohol Bukan Susu,"Kelompok ini mencakup usaha perdagangan besar minuman non alkohol, seperti sari buah, jus, minuman ringan, air mineral dan lain-lain"
46335,Perdagangan Besar Rokok Dan Tembakau,"Kelompok ini mencakup usaha perdagangan besar hasil pengolahan tembakau dan bumbu rokok, seperti rokok kretek dan rokok putih."
46339,Perdagangan Besar Makanan Dan Minuman Lainnya,"Kelompok ini mencakup usaha perdagangan besar makanan dan minuman lainnya, seperti tepung beras, tepung tapioka, karamel, kerupuk udang dan lain-lain. Termasuk perdagangan besar makanan untuk hewan piaraan dan makanan ternak"
46411,Perdagangan Besar Tekstil,"Kelompok ini mencakup usaha perdagangan besar hasil industri tekstil, seperti bermacam-macam tekstil/kain, kain batik dan lain-lain. Termasuk barang linen rumah tangga (bahan kain untuk keperluan rumah tangga) dan lain-lain"
46412,Perdagangan Besar Pakaian,"Kelompok ini mencakup usaha perdagangan besar pakaian, termasuk pakaian olahraga dan perdagangan besar aksesoris pakaian seperti sarung tangan, dasi dan penjepit. Termasuk perdagangan besar kaos kaki"
46413,Perdagangan Besar Alas Kaki,"Kelompok ini mencakup usaha perdagangan besar alas kaki, seperti sepatu, sandal, selop dan sejenisnya"
46414,Perdagangan Besar Barang Lainnya Dari Tekstil,"Kelompok ini mencakup usaha perdagangan besar hasil industri tekstil, seperti tali-temali, karpet/permadani dari bahan tekstil, karung, macam-macam hasil rajutan dan barang jadi lainnya dari tekstil selain pakaian jad"
46419,"Perdagangan Besar Tekstil, Pakaian Dan Alas Kaki Lainnya","Kelompok ini mencakup usaha perdagangan besar haberdashery, seperti jarum, benang jahit dan lain-lain, perdagangan besar barang dari kulit berbulu dan perdagangan besar payung"
46421,Perdagangan Besar Alat Tulis Dan Gambar,"Kelompok ini mencakup usaha perdagangan besar peralatan tulis dan gambar, seperti buku tulis, buku gambar, alat tulis dan alat gambar"
46422,Perdagangan Besar Barang Percetakan Dan Penerbitan Dalam Berbagai Bentuk,"Kelompok ini mencakup usaha perdagangan besar barang percetakan dan penerbitan dalam berbagai bentuk, seperti buku-buku, majalah, surat kabar dan lain-lain"
46430,Perdagangan Besar Alat Fotografi Dan Barang Optik,"Kelompok ini mencakup usaha perdagangan besar alat fotografi dan optik (seperti kaca mata, teropong dan kaca pembesar)"
46491,Perdagangan Besar Peralatan Dan Perlengkapan Rumah Tangga,"Kelompok ini mencakup usaha perdagangan besar peralatan dan perlengkapan rumah tangga, seperti perabot rumah tangga (furniture), peralatan dapur dan memasak, lampu dan perlengkapannya, elektronik konsumen seperti radio, televisi, perekam dan pemutar CD dan DVD, perlengkapan stereo, konsol video game; alat penerangan, bermacam peralatan makan minum porselen dan gelas, peralatan sendok, pisau, garpu, peralatan dari kayu, barang dari anyaman dan barang dari gabus, wallpaper, karpet dan sebagainnya"
46492,Perdagangan Besar Farmasi,"Kelompok ini mencakup usaha perdagangan besar farmasi untuk keperluan rumah tangga, seperti obat-obatan"
46493,Perdagangan Besar Obat Tradisional,Kelompok ini mencakup usaha perdagangan besar obat tradisional atau jamu
46494,Perdagangan Besar Kosmetik,"Kelompok ini mencakup usaha perdagangan besar kosmetik, seperti parfum, sabun, bedak dan lainnya"
46495,Perdagangan Besar Alat Olahraga,Kelompok ini mencakup usaha perdagangan besar berbagai alat olahraga (termasuk sepeda dan bagian-bagiannya serta aksesorinya)
46496,Perdagangan Besar Alat Musik,"Kelompok ini mencakup usaha perdagangan besar berbagai alat musik, baik alat musik tradisional maupun alat musik modern, seperti kecapi, seruling bambu, calung, angklung, kulintang, gamelan, set, rebab, rebana, tifa, sasando, seruling (flute), saxophone, harmonika, trombone, gitar, mandolin, ukulele, harpa, bass, gambus, biola, cello, piano/organ, drum set dan garpu tala."
46497,Perdagangan Besar Perhiasan Dan Jam,Kelompok ini mencakup usaha perdagangan besar berbagai barang perhiasan dan jam
46498,Perdagangan Besar Alat Permainan Dan Mainan Anak-anak,Kelompok ini mencakup usaha perdagangan besar berbagai alat permainan dan mainan anak-anak
46499,Perdagangan Besar Berbagai Barang Dan Perlengkapan Rumah Tangga Lainnya Ytdl,"Kelompok ini mencakup usaha perdagangan besar berbagai barang dan perlengkapan rumah tangga lainnya, seperti barang-barang dari kulit, koper, alat-alat pembersih dan sebagainya. Termasuk rekaman suara dan video dalam kaset, CD dan DVD, barang kimia untuk rumah tangga (deterjen, pembersih lantai dan lain-lain), serta alat peraga pendidikan."
46511,Perdagangan Besar Komputer Dan Perlengkapan Komputer,Kelompok ini mencakup usaha perdagangan besar komputer dan pelengkapan komputer
46512,Perdagangan Besar Piranti Lunak,Kelompok ini mencakup usaha perdagangan besar piranti lunak
46521,Perdagangan Besar Suku Cadang Elektronik,"Kelompok ini mencakup usaha perdagangan besar katup dan tabung elektronik, peralatan semi konduktor, mikrochip dan IC dan PCB"
46522,"Perdagangan Besar Disket, Pita Audio Dan Video, Cd Dan Dvd Kosong","Kelompok ini mencakup usaha perdagangan besar disket, pita audio dan pita video kosong, CD dan DVD kosong"
46523,Perdagangan Besar Peralatan Telekomunikasi,"Kelompok ini mencakup usaha perdagangan besar peralatan telekomunikasi, seperti perlengkapan telepon dan komunikasi"
46530,"Perdagangan Besar Mesin, Peralatan Dan Perlengkapan Pertanian","Kelompok ini mencakup usaha perdagangan besar mesin, peralatan dan perlengkapan pertanian, seperti : bajak, penyebar pupuk, penanam biji, alat panen, alat penebah, mesin pemerah susu, mesin beternak unggas dan mesin beternak lebah dan traktor yang digunakan dalam pertanian dan kehutanan. Termasuk mesin pemotong rumput"
46591,"Perdagangan Besar Mesin Kantor Dan Industri, Suku Cadang Dan Perlengkapannya","Kelompok ini mencakup usaha perdagangan besar mesin industri dan mesin kantor kecuali komputer, serta perlengkapannya, seperti mesin penggerak mula, turbin, mesin pengolahan kayu dan logam, macam-macam mesin untuk industri dan untuk keperluan kantor, mesin pembangkit listrik dan mesin untuk keperluan rumah tangga. Termasuk perdagangan besar robot-robot produksi, mesin-mesin lain ytdl untuk keperluan industri, perdagangan dan navigasi serta jasa lainnya dan mesin yang dikendalikan komputer untuk industri tekstil serta mesin jahit dan rajut yang dikendalikan komputer"
46592,"Perdagangan Besar Alat Transportasi Laut, Suku Cadang Dan Perlengkapannya","Kelompok ini mencakup usaha perdagangan besar macam-macam alat transportasi laut bermotor ataupun tidak bermotor, termasuk usaha perdagangan besar macam-macam suku cadang dan perlengkapannya"
46593,"Perdagangan Besar Alat Transportasi Darat (bukan Mobil, Sepeda Motor, Dan Sejenisnya), Suku Cadang Dan Perlengkapannya","Kelompok ini mencakup usaha perdagangan besar macam-macam alat transportasi darat, bermotor ataupun tidak bermotor (bukan mobil, sepeda motor dan sejenisnya), termasuk usaha perdagangan besar macam-macam suku cadang dan perlengkapannya"
46594,"Perdagangan Besar Alat Transportasi Udara, Suku Cadang Dan Perlengkapannya","Kelompok ini mencakup usaha perdagangan besar macam-macam alat transportasi udara, termasuk usaha perdagangan besar macam-macam suku cadang dan perlengkapannya."
46599,"Perdagangan Besar Mesin, Peralatan Dan Perlengkapan Lainnya","Kelompok ini mencakup usaha perdagangan besar mesin dan peralatan serta perlengkapan yang belum diklasifikasikan dalam kelompok 46591 sampai dengan 46594, seperti perdagangan besar furnitur kantor, kabel dan sakelar serta instalasi peralatan lain untuk keperluan industri, perkakas mesin berbagai jenis dan untuk berbagai bahan, perkakas mesin yang dikendalikan komputer dan peralatan dan perlengkapan pengukuran"
46610,"Perdagangan Besar Bahan Bakar Padat, Cair Dan Gas Dan Produk Ybdi","Kelompok ini mencakup usaha perdagangan besar bahan bakar gas, cair, dan padat serta produk sejenisnya, seperti minyak bumi mentah, minyak mentah, bahan bakar diesel, gasoline, bahan bakar oli, kerosin, premium, solar, minyak tanah, batu bara, arang, batu bara, ampas arang batu, bahan bakar kayu, nafta dan bahan bakar lainnya termasuk pula bahan bakar gas, seperti LPG, gas butana dan propana dan minyak semir, minyak pelumas dan produk minyak bumi yang telah dimurnikan"
46620,Perdagangan Besar Logam Dan Bijih Logam,"Kelompok ini mencakup usaha perdagangan besar bijih logam dan logam dasar, seperti bijih besi dan bijih bukan besi dalam bentuk dasar, seperti bijih nikel, bijih tembaga, alumunium, besi, baja dan perdagangan besar produk logam besi dan bukan besi setengah jadi ytdl dan lain-lainnya. Termasuk perdagangan besar emas dan logam mulia lain (perak, platina)."
46631,Perdagangan Besar Barang Logam Untuk Bahan Konstruksi,"Kelompok ini mencakup usaha perdagangan besar berbagai macam baja/besi untuk bahan konstruksi seperti baja tulangan, baja profil, pelat baja, dan baja lembaran, pipa besi/baja, kawat tali, kawat nyamuk, paku, mur/baut, engsel, gerendel, kunci, anak kunci, tangki air, menara air, rolling door, awning dan seng lembaran"
46632,Perdagangan Besar Kaca,"Kelompok ini mencakup usaha perdagangan besar kaca lembaran untuk bahan konstruksi, seperti kaca lembaran bening, kaca lembaran buram, kaca lembaran bening berwarna dan kaca lembaran berukir"
46633,"Perdagangan Besar Genteng, Batu Bata, Ubin Dan Sejenisnya Dari Tanah Liat, Kapur, Semen Atau Kaca","Kelompok ini mencakup usaha perdagangan besar genteng, batu bata dan ubin yang terbuat dari tanah liat, kapur, semen atau kaca untuk bahan konstruksi, seperti genteng pres, genteng kodok, batu bata pres, batu bata berongga, bata tahan api, ubin lantai, ubin dinding, ubin batako, termasuk juga lubang angin, bak mandi, kloset, eternit, pipa irigasi dan buis"
46634,"Perdagangan Besar Semen, Kapur, Pasir Dan Batu","Kelompok ini mencakup usaha perdagangan besar semen, kapur, pasir, dan batu untuk bahan konstruksi, seperti semen portland putih, semen portland abu-abu, semen posolan kapur, semen portland posolan, kapur tohor, kapur tembok, pasir, kerikil, koral, batu, batu pecahan, batu lempengan, batu pualam dan kubus mosaik"
46635,Perdagangan Besar Bahan Konstruksi Dari Porselen,"Kelompok ini mencakup usaha perdagangan besar bahan konstruksi dari porselen, seperti kloset, bidet, wastafel, winoir, bak cuci, bak mandi dan ubin dinding"
46636,Perdagangan Besar Bahan Konstruksi Dari Kayu,"Kelompok ini mencakup usaha perdagangan besar bahan konstruksi dari kayu, seperti papan, galar, papan reng, papan lis, tiang telepon, tiang listrik, balok bantalan, kusen pintu/jendela, daun pintu/jendela, ubin kayu, atap kayu (sirap), kayu lapis tripleks, kayu lapis interior, teak wood, particle board, chip board, kayu pelapis dan kayu lapis untuk cetak beton."
46637,Perdagangan Besar Cat,"Kelompok ini mencakup usaha perdagangan besar berbagai macam cat untuk bahan konstruksi, seperti cat dasar, cat logam, cat kayu dan cat tembok. Termasuk juga perdagangan eceran email, dempul dan plamir"
46638,Perdagangan Besar Berbagai Macam Material Bangunan,"Kelompok ini mencakup usaha perdagangan besar macam-macam material bangunan, seperti semen, pasir, paku, cat dan lain-lain"
46639,Perdagangan Besar Bahan Konstruksi Lainnya,"Kelompok ini mencakup usaha perdagangan besar bahan konstruksi lainnya yang belum tercakup dalam kelompok 46631 s.d. 46638, seperti pipa dan selang dari plastik, formika, plastik lembaran bergelombang, asbes semen rata, asbes semen berlapis dan pipa saluran asbes semen. Termasuk perdagangan besar pemanas air (water heater)"
46691,Perdagangan Besar Bahan Dan Barang Kimia Dasar,"Kelompok ini mencakup usaha perdagangan besar bahan dan barang kimia dasar atau kimia industri, seperti tinta printer, minyak esensial, gas industri, perekat kimia, pewarna, resin buatan, metanol, parafin, perasa dan pewangi, soda, garam industri, asam dan sulfur dan lain-lain"
46692,Perdagangan Besar Pupuk Dan Produk Agrokimia,Kelompok ini mencakup usaha perdagangan besar pupuk dan produk agrokimia atau kimia pertanian
46693,"Perdagangan Besar Alat Laboratorium, Farmasi Dan Kedokteran","Kelompok ini mencakup usaha perdagangan besar alat laboratorium, farmasi dan kedokteran"
46694,Perdagangan Besar Karet Dan Plastik Dalam Bentuk Dasar,Kelompok ini mencakup usaha perdagangan besar karet dan bahan plastik dalam bentuk dasar.
46695,Perdagangan Besar Kertas Dan Karton,Kelompok ini mencakup usaha perdagangan besar kertas dan karton
46696,Perdagangan Besar Barang Dari Kertas Dan Karton,Kelompok ini mencakup usaha perdagangan besar barang dari kertas dan karton
46697,Perdagangan Besar Barang Bekas Dan Sisa-sisa Tak Terpakai (scrap),"Kelompok ini mencakup usaha perdagangan besar barang bekas dan sisa-sisa tak terpakai dan potongan logam dan non-logam bahan untuk daur ulang, termasuk pengumpulan, pengurutan, pemisahan, pelepasan barang yang masih berguna misalnya mobil agar mendapatkan bagian yang masih bisa digunakan, pengepakan dan pengepakan kembali, penyimpanan dan pengiriman, tapi tanpa proses perubahan yang nyata. Di mana pembelian dan penjualan barang sisaan masih mempunyai nilai"
46699,Perdagangan Besar Produk Lainnya Ytdl,"Kelompok ini mencakup usaha perdagangan besar produk lainnya yang belum tercakup dalam salah satu kelompok perdagangan besar diatas. Termasuk perdagangan besar serat atau fiber tekstil dan lain-lain, perdagangan besar batu mulia (berlian, intan, safir dan lain-lain)."
46900,Perdagangan Besar Berbagai Macam Barang,Kelompok ini mencakup usaha perdagangan besar berbagai macam barang yang tanpa mengkhususkan barang tertentu (tanpa ada kekhususan tertentu).
47111,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/minimarket","Kelompok ini mencakup usaha perdagangan eceran berbagai jenis barang kebutuhan yang utamanya bahan makanan/makanan, minuman atau tembakau dengan harga yang sudah ditentukan serta pembeli mengambil dan membayar sendiri kepada kasir (self service/swalayan). Di samping itu juga dapat menjual beberapa barang bukan makanan seperti pakaian, perabot rumah tangga, mainan anak-anak, kosmetik dan pakaian. Misalnya supermarket atau minimarket"
47112,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Bukan Di Supermarket/minimarket (tradisional)","Kelompok ini mencakup usaha perdagangan eceran berbagai jenis barang kebutuhan yang utamanya bahan makanan/makanan, minuman atau tembakau di dalam bangunan bukan swalayan/supermarket/ minimarket. Di samping itu juga dapat menjual beberapa barang bukan makanan seperti pakaian, perabot rumah tangga, kosmetik dan mainan anak. Misalnya warung atau toko bahan kebutuhan pokok."
47191,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau Di Toserba (department Store)","Kelompok ini mencakup usaha perdagangan eceran berbagai jenis barang yang utamanya bukan makanan, minuman atau tembakau dalam toserba (department store), yang terintegrasi di bawah satu pengelolaan. Pada umumnya barang-barang yang diperdagangkan antara lain pakaian, mebel, perhiasan, mainan anak-anak, alat-alat olahraga dan kosmetik"
47192,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau (barang-barang Kelontong) Bukan Di Toserba (department Store)","Kelompok ini mencakup usaha perdagangan eceran berbagai jenis barang yang utamanya bukan makanan, minuman atau tembakau bukan toserba/department store. Pada umumnya barang-barang yang diperdagangkan antara lain pakaian, perabot rumah tangga, perhiasan, mainan anak-anak dan kosmetik, yang terintegrasi di bawah satu pengelolaan. Misalnya toko barang kelontong"
47211,Perdagangan Eceran Padi Dan Palawija,"Kelompok ini mencakup usaha perdagangan eceran khusus padi dan palawija, di dalam bangunan seperti gabah, jagung, ubi jalar, ubi kayu, talas, kacang kedelai, kacang tanah, kacang hitam dan kacang polong"
47212,Perdagangan Eceran Buah-buahan,"Kelompok ini mencakup usaha perdagangan eceran khusus buah-buahan di dalam bangunan, seperti apel, anggur, alpokat, belimbing, duku, durian, jambu, jeruk, mangga, manggis, nanas, pisang, pepaya, rambutan, sawo, salak dan semangka"
47213,Perdagangan Eceran Sayuran,"Kelompok ini mencakup usaha perdagangan eceran khusus sayuran di dalam bangunan, seperti bawang merah, bawang putih, kentang, wortel, terong, buncis, mentimun, labu siam, kacang panjang dan kacang merah"
47214,Perdagangan Eceran Hasil Peternakan,"Kelompok ini mencakup usaha perdagangan eceran khusus hasil peternakan di dalam bangunan, seperti susu dan telur, termasuk pula daging ternak dan unggas"
47215,Perdagangan Eceran Hasil Perikanan,"Kelompok ini mencakup usaha perdagangan eceran khusus hasil perikanan di dalam bangunan, seperti udang segar, ikan segar, cumi-cumi segar, nener (benih bandeng), benur (benih udang), benih ikan, dan rumput laut."
47216,Perdagangan Eceran Hasil Kehutanan Dan Perburuan,"Kelompok ini mencakup usaha perdagangan eceran khusus komoditi hasil hutan dan perburuan, seperti kijang, buah kenari, dan bambu muda (rebung)"
47219,Perdagangan Eceran Hasil Pertanian Lainnya,"Kelompok ini mencakup usaha perdagangan eceran khusus komoditi hasil pertanian yang belum tercakup dalam kelompok 47211 s.d. 47216 di dalam bangunan seperti lada, pala, kunyit, kencur, temulawak, lengkuas dan madu"
47221,Perdagangan Eceran Minuman Beralkohol,"Kelompok ini mencakup usaha perdagangan eceran khusus minuman beralkohol didalam bangunan yang tidak langsung diminum di tempat, seperti minuman keras (whisky, genever, brandy, gin, arak, rum, sake, tuak), minuman anggur dan minuman yang mengandung malt (bir, ale, stout, temulawak)."
47222,Perdagangan Eceran Minuman Tidak Beralkohol,"Kelompok ini mencakup usaha perdagangan eceran khusus minuman tidak beralkohol di dalam bangunan yang tidak langsung diminum di tempat, seperti minuman ringan (limun, air soda, markisa, teh botol, air mineral dan beras kencur). Termasuk perdagangan eceran minuman kopi."
47230,Perdagangan Eceran Khusus Rokok Dan Tembakau Di Toko,"Kelompok ini mencakup usaha perdagangan eceran khusus rokok dan atau tembakau di dalam bangunan seperti rokok kretek, rokok putih, rokok cerutu, rokok kelembak, tembakau krosok, tembakau susur dan tembakau pipa/papier"
47241,Perdagangan Eceran Beras,"Kelompok ini mencakup usaha perdagangan eceran khusus berbagai jenis beras di dalam bangunan, seperti beras cianjur, beras cisadane, beras saigon dan beras ketan."
47242,"Perdagangan Eceran Roti, Kue Kering, Serta Kue Basah Dan Sejenisnya","Kelompok ini mencakup usaha perdagangan eceran khusus berbagai jenis roti, kue kering dan kue basah di dalam bangunan, seperti roti manis, roti tawar, bolu, cake/tart, biskuit, wafer, kue semprong dan cookies"
47243,"Perdagangan Eceran Kopi, Gula Pasir Dan Gula Merah","Kelompok ini mencakup usaha perdagangan eceran khusus kopi,gula pasir atau gula merah di dalam bangunan."
47244,"Perdagangan Eceran Tahu, Tempe, Tauco Dan Oncom","Kelompok ini mencakup usaha perdagangan eceran khusus tahu, tempe, tauco dan oncom di dalam bangunan"
47245,Perdagangan Eceran Daging Dan Ikan Olahan,"Kelompok ini mencakup usaha perdagangan eceran khusus berbagai jenis produk daging olahan dan ikan, udang, kerang yang diasinkan atau dikeringkan di dalam bangunan, seperti sosis, bakso, abon, ikan teri, cucut, selar, kerapu, udang, rebon, petek, gabus, sepat, cumi-cumi, kepah, remis, dan kerang"
47249,Perdagangan Eceran Makanan Lainnya,"Kelompok ini mencakup usaha perdagangan eceran khusus komoditi makanan hasil industri yang belum tercakup dalam kelompok 47241 s.d 47245 di dalam bangunan seperti asinan buah-buahan dan sayuran, buah-buahan dan sayuran yang diawetkan, kerupuk dan emping/ceriping."
47301,Perdagangan Eceran Bahan Bakar Kendaraan Di Spbu,"Kelompok ini mencakup usaha perdagangan eceran bahan bakar untuk mobil dan sepeda motor (seperti bensin, solar, dan LPG), termasuk pula bahan bakar untuk speed boat dan genset. Biasanya kegiatan ini dikombinasikan dengan penjualan bahan-bahan pelumas, cooling products, bahan-bahan pembersih dan barang-barang lain untuk keperluan mobil dan sepeda motor. Apabila kegiatan utama adalah menjual bahan bakar dan pelumas mobil dan sepeda motor, maka termasuk dalam kelompok ini. Perdagangan besar bahan bakar dimasukkan dalam kelompok 46610. Perdagangan eceran LPG dan bahan bakar untuk keperluan memasak atau pemanas dimasukkan dalam kelompok 47772."
47302,"Perdagangan Eceran Premium, Premix Dan Solar Di Toko","Kelompok ini mencakup usaha perdagangan eceran khusus premium, premix dan solar yang dilakukan di kios/toko. Perdagangan eceran Avtur, Premium, Premix dan Solar untuk bahan bakar mobil dan sepeda motor di SPBU dimasukkan dalam kelompok 47301"
